Date,Open,High,Low,Close,Adj Close,Volume
2013-04-01,13.460000,18.200001,11.990000,13.520000,13.520000,0
2013-05-01,13.880000,16.350000,12.260000,16.299999,16.299999,0
2013-06-01,16.400000,21.910000,14.960000,16.860001,16.860001,0
2013-07-01,16.900000,17.320000,12.070000,13.450000,13.450000,0
2013-08-01,12.890000,17.809999,11.830000,17.010000,17.010000,0
2013-09-01,16.469999,17.490000,12.520000,16.600000,16.600000,0
2013-10-01,16.309999,21.340000,12.340000,13.750000,13.750000,0
2013-11-01,13.460000,14.140000,11.990000,13.700000,13.700000,0
2013-12-01,13.910000,16.750000,11.690000,13.720000,13.720000,0
2014-01-01,14.320000,18.990000,11.810000,18.410000,18.410000,0
2014-02-01,18.570000,21.480000,13.440000,14.000000,14.000000,0
2014-03-01,16.469999,18.219999,13.460000,13.880000,13.880000,0
2014-04-01,13.430000,17.850000,12.600000,13.410000,13.410000,0
2014-05-01,13.640000,14.490000,11.320000,11.400000,11.400000,0
2014-06-01,11.690000,12.890000,10.340000,11.570000,11.570000,0
2014-07-01,11.280000,17.110001,10.280000,16.950001,16.950001,0
2014-08-01,16.670000,17.570000,11.240000,12.090000,12.090000,0
2014-09-01,12.320000,17.080000,11.520000,16.309999,16.309999,0
2014-10-01,16.440001,31.059999,13.720000,14.030000,14.030000,0
2014-11-01,14.410000,15.930000,11.910000,13.330000,13.330000,0
2014-12-01,14.160000,25.200001,11.530000,19.200001,19.200001,0
2015-01-01,17.760000,23.430000,15.520000,20.969999,20.969999,0
2015-02-01,20.889999,22.809999,12.860000,13.340000,13.340000,0
2015-03-01,13.900000,17.190001,12.540000,15.290000,15.290000,0
2015-04-01,15.320000,16.660000,12.120000,14.550000,14.550000,0
2015-05-01,13.980000,16.360001,11.820000,13.840000,13.840000,0
2015-06-01,13.920000,19.799999,11.930000,18.230000,18.230000,0
2015-07-01,16.629999,20.049999,11.710000,12.120000,12.120000,0
2015-08-01,12.850000,53.290001,10.880000,28.430000,28.430000,0
2015-09-01,31.910000,33.820000,17.870001,24.500000,24.500000,0
2015-10-01,23.139999,25.230000,12.800000,15.070000,15.070000,0
2015-11-01,15.410000,20.670000,13.670000,16.129999,16.129999,0
2015-12-01,15.610000,26.809999,14.450000,18.209999,18.209999,0
2016-01-01,22.480000,32.090000,19.250000,20.200001,20.200001,0
2016-02-01,21.320000,30.900000,18.379999,20.549999,20.549999,0
2016-03-01,19.840000,20.170000,13.060000,13.950000,13.950000,0
2016-04-01,15.230000,17.090000,12.500000,15.700000,15.700000,0
2016-05-01,16.330000,17.650000,13.040000,14.190000,14.190000,0
2016-06-01,14.450000,26.719999,12.720000,15.630000,15.630000,0
2016-07-01,15.590000,17.040001,11.400000,11.870000,11.870000,0
2016-08-01,11.890000,14.930000,11.020000,13.420000,13.420000,0
2016-09-01,13.070000,20.510000,11.650000,13.290000,13.290000,0
2016-10-01,13.750000,17.950001,12.210000,17.059999,17.059999,0
2016-11-01,16.540001,23.010000,12.160000,13.330000,13.330000,0
2016-12-01,13.400000,14.720000,10.930000,14.040000,14.040000,0
2017-01-01,14.070000,14.070000,10.300000,11.990000,11.990000,0
2017-02-01,11.790000,12.960000,9.970000,12.920000,12.920000,0
2017-03-01,12.310000,15.110000,10.600000,12.370000,12.370000,0
2017-04-01,12.590000,16.280001,10.220000,10.820000,10.820000,0
2017-05-01,10.920000,16.299999,9.560000,10.410000,10.410000,0
2017-06-01,10.420000,15.160000,9.370000,11.180000,11.180000,0
2017-07-01,11.070000,13.050000,8.840000,10.260000,10.260000,0
2017-08-01,10.190000,17.280001,9.520000,10.590000,10.590000,0
2017-09-01,10.330000,14.060000,9.360000,9.510000,9.510000,0
2017-10-01,9.590000,13.200000,9.110000,10.180000,10.180000,0
2017-11-01,9.790000,14.510000,8.560000,11.280000,11.280000,0
2017-12-01,11.190000,14.580000,8.900000,11.040000,11.040000,0
2018-01-01,10.950000,15.420000,8.920000,13.540000,13.540000,0
2018-02-01,13.050000,50.299999,12.500000,19.850000,19.850000,0
2018-03-01,19.959999,26.219999,13.310000,19.969999,19.969999,0
2018-04-01,21.070000,25.719999,14.570000,15.930000,15.930000,0
2018-05-01,16.000000,18.780001,10.910000,15.430000,15.430000,0
2018-06-01,14.920000,19.610001,11.220000,16.090000,16.090000,0
2018-07-01,17.700001,18.080000,11.440000,12.830000,12.830000,0
2018-08-01,13.090000,16.860001,10.170000,12.860000,12.860000,0
2018-09-01,13.130000,15.630000,11.100000,12.120000,12.120000,0
2018-10-01,11.990000,28.840000,11.340000,21.230000,21.230000,0
2018-11-01,20.959999,23.809999,16.090000,18.070000,18.070000,0
2018-12-01,16.040001,36.200001,15.940000,25.420000,25.420000,0
2019-01-01,27.540001,28.530001,16.540001,16.570000,16.570000,0
2019-02-01,16.629999,17.889999,13.440000,14.780000,14.780000,0
2019-03-01,14.570000,18.330000,12.370000,13.710000,13.710000,0
2019-04-01,13.900000,14.390000,11.030000,13.120000,13.120000,0
2019-05-01,12.860000,23.379999,12.740000,18.709999,18.709999,0
2019-06-01,19.410000,19.750000,13.190000,15.080000,15.080000,0
2019-07-01,13.850000,16.549999,11.690000,16.120001,16.120001,0
2019-08-01,15.410000,24.809999,13.730000,18.980000,18.980000,0
2019-09-01,20.959999,21.150000,13.310000,16.240000,16.240000,0
2019-10-01,16.020000,21.459999,12.270000,13.220000,13.220000,0
2019-11-01,12.500000,14.170000,11.420000,12.620000,12.620000,0
2019-12-01,12.690000,17.990000,11.710000,13.780000,13.780000,0
2020-01-01,13.460000,19.990000,11.750000,18.840000,18.840000,0
2020-02-01,18.639999,49.480000,13.380000,40.110001,40.110001,0
2020-03-01,38.540001,85.470001,24.930000,53.540001,53.540001,0
2020-04-01,57.380001,60.590000,30.540001,34.150002,34.150002,0
2020-05-01,38.169998,40.320000,25.920000,27.510000,27.510000,0
2020-06-01,28.940001,44.439999,23.540001,30.430000,30.430000,0
2020-07-01,30.959999,33.669998,23.549999,24.459999,24.459999,0
2020-08-01,25.750000,27.090000,20.280001,26.410000,26.410000,0
2020-09-01,25.860001,38.279999,24.840000,26.370001,26.370001,0
2020-10-01,25.780001,41.160000,24.030001,38.020000,38.020000,0
2020-11-01,38.570000,38.779999,19.510000,20.570000,20.570000,0
2020-12-01,20.209999,31.459999,19.969999,22.750000,22.750000,0
2021-01-01,23.040001,37.509998,21.090000,33.090000,33.090000,0
2021-02-01,31.450001,33.959999,19.690001,27.950001,27.950001,0
2021-03-01,25.200001,31.900000,18.680000,19.400000,19.400000,0
2021-04-01,18.600000,19.900000,15.380000,18.610001,18.610001,0
2021-05-01,18.650000,28.930000,15.900000,16.760000,16.760000,0
2021-06-01,17.240000,21.820000,14.100000,15.830000,15.830000,0
2021-07-01,15.620000,25.090000,14.250000,18.240000,18.240000,0
2021-08-01,18.160000,24.740000,15.190000,16.480000,16.480000,0
2021-09-01,16.059999,28.790001,15.680000,23.139999,23.139999,0
2021-10-01,24.780001,24.889999,14.840000,16.260000,16.260000,0
2021-11-01,16.850000,28.990000,14.730000,27.190001,27.190001,0
2021-12-01,24.920000,35.320000,16.620001,17.219999,17.219999,0
2022-01-01,17.600000,38.939999,16.340000,24.830000,24.830000,0
2022-02-01,24.570000,37.790001,19.930000,30.150000,30.150000,0
2022-03-01,29.450001,37.520000,18.670000,20.559999,20.559999,0
2022-04-01,20.620001,34.340000,18.450001,33.400002,33.400002,0
2022-05-01,33.349998,36.639999,24.940001,26.190001,26.190001,0
2022-06-01,26.049999,35.049999,23.740000,28.709999,28.709999,0
2022-07-01,29.530001,29.820000,21.209999,21.330000,21.330000,0
2022-08-01,22.410000,27.690001,19.120001,25.870001,25.870001,0
2022-09-01,26.879999,34.880001,22.639999,31.620001,31.620001,0
2022-10-01,33.000000,34.529999,25.750000,25.879999,25.879999,0
2022-11-01,25.959999,26.870001,20.309999,20.580000,20.580000,0
2022-12-01,20.830000,25.840000,18.950001,21.670000,21.670000,0
2023-01-01,23.090000,23.760000,17.969999,19.400000,19.400000,0
2023-02-01,19.620001,23.629999,17.059999,20.700001,20.700001,0
2023-03-01,20.389999,30.809999,18.160000,18.700001,18.700001,0
2023-04-01,19.790001,20.080000,15.720000,15.780000,15.780000,0
2023-05-01,16.410000,21.330000,15.530000,17.950001,17.950001,0
